"Id","SalePrice"
1619,140215.984375
1620,152598.5625
1621,132056.515625
1622,136381.078125
1623,310147.375
1624,222938.90625
1625,125661.4296875
1626,172859.796875
1627,195356.4375
1628,301482.375
1629,178126.4375
1630,399992.15625
1631,227846.859375
1632,261839.671875
1633,179821.21875
1634,186927.875
1635,177708.734375
1636,148252.59375
1637,172947.828125
1638,200380.046875
1639,178232.109375
1640,272128.5
1641,178487.65625
1642,224515.671875
1643,208249.4375
1644,219156.09375
1645,206391.640625
1646,156476.46875
1647,160144.84375
1648,142465.453125
1649,143221.703125
1650,114331.8203125
1651,122803.1796875
1652,94381.53125
1653,95733.953125
1654,150682.390625
1655,155028.90625
1656,147367.765625
1657,151121.640625
1658,148203.921875
1659,141814.71875
1660,152969.734375
1661,492202.0625
1662,424035.75
1663,376433.71875
1664,494364.625
1665,315897.25
1666,339072.59375
1667,356365.78125
1668,333532.5625
1669,291931.3125
1670,328479.21875
1671,251957.640625
1672,534315.8125
1673,303533.5
1674,254496.140625
1675,180874.828125
1676,196235.484375
1677,222823.4375
1678,460405.59375
1679,419078.5625
1680,352556.65625
1681,266143.1875
1682,305250.84375
1683,176897.234375
1684,174222.671875
1685,171737.375
1686,171206.921875
1687,167771.375
1688,181913.03125
1689,180783.3125
1690,187564.234375
1691,187122.90625
1692,270389.84375
1693,172059.015625
1694,181223.078125
1695,170718.1875
1696,271720.59375
1697,173755.234375
1698,394892.375
1699,326112.625
1700,251528.921875
1701,260420.640625
1702,269908.28125
1703,250748.25
1704,307605.28125
1705,229407.890625
1706,509271.78125
1707,237397.8125
1708,209163.453125
1709,287771.96875
1710,215346.046875
1711,245800.109375
1712,190446.921875
1713,245863.671875
1714,194499.796875
1715,209910.78125
1716,168715.8125
1717,148487.53125
1718,133828.0625
1719,193110.59375
1720,249385.515625
1721,151736.28125
1722,136800.984375
1723,153464.25
1724,209562.765625
1725,241442.234375
1726,200507.265625
1727,149486.703125
1728,178990.703125
1729,172236.171875
1730,180739.46875
1731,119938.8203125
1732,126772.15625
1733,121414.5546875
1734,122443.65625
1735,132573.265625
1736,120214.6953125
1737,328614.96875
1738,207297.5
1739,292508.28125
1740,222921.5
1741,190086.359375
1742,177948.109375
1743,180285.96875
1744,288629.78125
1745,237079.265625
1746,271356.84375
1747,208939.375
1748,219842.984375
1749,151799.796875
1750,118568.8828125
1751,256622.59375
1752,122845.78125
1753,154989.265625
1754,207343.796875
1755,167559.015625
1756,122865.984375
1757,127700.671875
1758,155878.84375
1759,166570.75
1760,160530.09375
1761,135383
1762,158494.65625
1763,175453.84375
1764,112696.0078125
1765,158983.109375
1766,173708.265625
1767,206670.046875
1768,145890.375
1769,172532.421875
1770,147041.484375
1771,134689.921875
1772,117313.9609375
1773,154786.859375
1774,126326.125
1775,143921.9375
1776,118098.3359375
1777,110017.734375
1778,150818.875
1779,116306.8046875
1780,169567.8125
1781,133060.84375
1782,97273.9296875
1783,126451.5
1784,95363.75
1785,133517.984375
1786,158952.359375
1787,186447.5625
1788,59414.94921875
1789,78556.4765625
1790,82164.984375
1791,175432.546875
1792,157732.4375
1793,125459.546875
1794,145828.65625
1795,138941.703125
1796,118174.1640625
1797,116489.875
1798,123772.4140625
1799,115508.515625
1800,130251.8984375
1801,136803.921875
1802,157022.359375
1803,152236.59375
1804,136774.640625
1805,134131.078125
1806,117192.9765625
1807,125431.65625
1808,119340.8828125
1809,125200.953125
1810,148572.796875
1811,118062.7890625
1812,107200.4375
1813,122215.2265625
1814,99931.78125
1815,62329.2109375
1816,84235.2109375
1817,124183.828125
1818,138126.46875
1819,130811.109375
1820,72724.703125
1821,115595.21875
1822,151263.390625
1823,45551.81640625
1824,125966.7734375
1825,145793.125
1826,98547.5703125
1827,92753.6796875
1828,135089.625
1829,110444.8515625
1830,151874.90625
1831,169290.8125
1832,94526.390625
1833,121737.265625
1834,101145.9453125
1835,135545.203125
1836,128080.84375
1837,91077.6328125
1838,139475.59375
1839,87547.265625
1840,178963.0625
1841,137898.71875
1842,85011.578125
1843,135579.8125
1844,144965.96875
1845,115495
1846,157074.765625
1847,152980.890625
1848,62081.75
1849,139320.140625
1850,122335.4296875
1851,174731.4375
1852,134986.71875
1853,125403.1640625
1854,168825.5625
1855,139209.171875
1856,238407.96875
1857,166002.203125
1858,140442.40625
1859,118054.1640625
1860,157485.703125
1861,118791.2890625
1862,250375.25
1863,252442.578125
1864,252442.578125
1865,333868.53125
1866,332674.75
1867,248661.21875
1868,315142.125
1869,211467.0625
1870,260414.90625
1871,234475.765625
1872,172429.875
1873,246592.359375
1874,135390.6875
1875,203532.546875
1876,200629.421875
1877,212006.8125
1878,214785.890625
1879,139564.6875
1880,135458.1875
1881,244508.0625
1882,259703.796875
1883,202606.28125
1884,211839.25
1885,262377.34375
1886,323707.125
1887,164276.8125
1888,275969.6875
1889,159482.125
1890,142573.515625
1891,147241.984375
1892,101862.203125
1893,119857.3046875
1894,131367.84375
1895,141759.3125
1896,120353.7578125
1897,115236.4921875
1898,107763.3984375
1899,155093.1875
1900,149551.5625
1901,159855
1902,140989.90625
1903,241608.234375
1904,145555.328125
1905,176073.46875
1906,188206.53125
1907,196687.578125
1908,113490.6796875
1909,132327.109375
1910,121540.109375
1911,207351.453125
1912,249924.15625
1913,148689.125
1914,63957.15625
1915,346580
1916,72325.296875
1917,254101.4375
1918,148065.921875
1919,152946.5625
1920,138690.828125
1921,407292.15625
1922,319148.96875
1923,210395.75
1924,210550.65625
1925,213930.65625
1926,354939
1927,124534.765625
1928,158228.671875
1929,136706.28125
1930,138452.40625
1931,144086.453125
1932,140061.75
1933,195288.828125
1934,188884.421875
1935,174456.828125
1936,188221.59375
1937,181756.828125
1938,164153.59375
1939,255028.703125
1940,163466.40625
1941,172527.453125
1942,187948.3125
1943,188337.46875
1944,321790.4375
1945,393596.15625
1946,141367.5625
1947,339444.0625
1948,171087.5
1949,234120.703125
1950,199187.28125
1951,272072.28125
1952,239413.546875
1953,161470.640625
1954,191950.984375
1955,128137.609375
1956,290794.0625
1957,176010.90625
1958,328976.59375
1959,139039.625
1960,114156.2421875
1961,115821.1953125
1962,90218.9765625
1963,102256.6796875
1964,111689.3515625
1965,156225.03125
1966,149919.515625
1967,283605.4375
1968,442205.375
1969,428580.1875
1970,485404.9375
1971,496367.28125
1972,375156.8125
1973,266356.375
1974,329978.40625
1975,467617.40625
1976,268510.71875
1977,356741.125
1978,415280.84375
1979,340947.28125
1980,184279.21875
1981,311614.1875
1982,255794.1875
1983,224951
1984,164712.8125
1985,218078.453125
1986,208126.40625
1987,171138.03125
1988,176105.03125
1989,190589.828125
1990,216474.046875
1991,237521.765625
1992,228692.796875
1993,174026.3125
1994,234763.953125
1995,180003.53125
1996,242119.359375
1997,299057.4375
1998,374541.53125
1999,257334.0625
2000,309637.375
2001,251714.84375
2002,232001.34375
2003,225426.109375
2004,265114.90625
2005,241556.234375
2006,229216.765625
2007,239921.046875
2008,221868.546875
2009,192952.875
2010,188608.203125
2011,141663.421875
2012,167563.484375
2013,189651.71875
2014,187068.0625
2015,207344.8125
2016,197699.53125
2017,204976.609375
2018,136929.515625
2019,138692.46875
2020,109642.40625
2021,112793.734375
2022,187415.359375
2023,139571.671875
2024,229225.203125
2025,405288.84375
2026,175868.40625
2027,154209.53125
2028,146839.4375
2029,176996.484375
2030,279002.59375
2031,255576.53125
2032,283345.21875
2033,274496.21875
2034,157844.03125
2035,207751
2036,183470.34375
2037,200753.34375
2038,343506.6875
2039,230978.25
2040,385106.125
2041,283742.3125
2042,191800.265625
2043,175986.640625
2044,185009.078125
2045,211087.8125
2046,132868.53125
2047,150891.3125
2048,135755.703125
2049,140470.03125
2050,175572.9375
2051,104380.421875
2052,144551.84375
2053,146723.40625
2054,66464.9296875
2055,143760.0625
2056,139322.203125
2057,116896.703125
2058,250530.734375
2059,126740.65625
2060,169452.8125
2061,182642.25
2062,133545.015625
2063,106537.0703125
2064,139199.921875
2065,126661
2066,161955.609375
2067,106291.2421875
2068,123214.859375
2069,78361.1640625
2070,108737.765625
2071,90212.6640625
2072,126467.4453125
2073,130733.8046875
2074,196540.390625
2075,143760.578125
2076,116110.421875
2077,149027.8125
2078,135912.984375
2079,125931.5078125
2080,112074.4453125
2081,123043.8046875
2082,144832.703125
2083,146952.640625
2084,112129.515625
2085,128226.9296875
2086,119868.9453125
2087,103175.96875
2088,93234.2734375
2089,78413.2734375
2090,120725.2421875
2091,123944.375
2092,149710.25
2093,134569.65625
2094,127132.9765625
2095,140811.28125
2096,76823.375
2097,92969.6171875
2098,157525.46875
2099,53792.12109375
2100,91673.5546875
2101,129519.65625
2102,123862.8671875
2103,97718.765625
2104,110396.40625
2105,129015.8515625
2106,61766.60546875
2107,242510.96875
2108,121515.90625
2109,115245.4609375
2110,149953.859375
2111,155716.609375
2112,150558.4375
2113,120067.1328125
2114,99139.9921875
2115,145001.625
2116,112005.3671875
2117,149943.4375
2118,115634.8359375
2119,118959.1953125
2120,109228.2890625
2121,99094.1796875
2122,108771.734375
2123,87156.0546875
2124,161827
2125,128679.8125
2126,181172.484375
2127,180745.671875
2128,122378.34375
2129,88644.3515625
2130,130198.5
2131,164870
2132,115515.5703125
2133,131617.96875
2134,128451.7265625
2135,94277.90625
2136,67637
2137,111874.90625
2138,140225.546875
2139,149332.53125
2140,140634.34375
2141,146060.3125
2142,140277.671875
2143,139616.5625
2144,115587.1875
2145,131595.53125
2146,161634.765625
2147,167580.8125
2148,106899.3359375
2149,162299.75
2150,211099.765625
2151,133289.96875
2152,181046.71875
2153,157087.5
2154,104154.125
2155,143652.515625
2156,216329.875
2157,222698.375
2158,241394.078125
2159,211068.15625
2160,160063.0625
2161,245337.671875
2162,427289.5625
2163,345342.6875
2164,261008.546875
2165,194528.421875
2166,144408.3125
2167,216952.171875
2168,208919.3125
2169,196310.640625
2170,231926.390625
2171,146115.734375
2172,117349.7890625
2173,161891.3125
2174,227549.3125
2175,303002.71875
2176,353183.09375
2177,251173.234375
2178,211098.015625
2179,142530.0625
2180,178791.15625
2181,188942.828125
2182,222810.390625
2183,194517.546875
2184,139151.515625
2185,112240.8671875
2186,140849.5625
2187,152765.265625
2188,165458.296875
2189,215174.0625
2190,82678.7265625
2191,83214.90625
2192,93996.3046875
2193,111672.078125
2194,115166.21875
2195,108029.234375
2196,110620.359375
2197,113937.34375
2198,157343.484375
2199,148113.1875
2200,140697.046875
2201,154631.9375
2202,225100.21875
2203,168642.421875
2204,183336.125
2205,117374.0390625
2206,145892.484375
2207,203495.546875
2208,190651.390625
2209,224207.484375
2210,120733.265625
2211,121439.34375
2212,117842.5546875
2213,110164.171875
2214,151788.671875
2215,95283.390625
2216,144934.390625
2217,84603.15625
2218,68459.96875
2219,65294.3671875
2220,81142.2265625
2221,349410.3125
2222,230059.34375
2223,278266.75
2224,222216.078125
2225,116698.2890625
2226,188268.265625
2227,207841.703125
2228,256804.390625
2229,224888.328125
2230,169527.046875
2231,202827.640625
2232,186687.875
2233,170040.59375
2234,258386.734375
2235,218135.328125
2236,301327.1875
2237,391247.90625
2238,206729.703125
2239,109865.8125
2240,160931.640625
2241,159792.6875
2242,141188.828125
2243,133907.921875
2244,97595.6484375
2245,104740.046875
2246,147093.34375
2247,103593.7265625
2248,122262.953125
2249,126316.8828125
2250,130687.0625
2251,108043.3359375
2252,168530.4375
2253,164386.78125
2254,180091.078125
2255,213756.171875
2256,182502.078125
2257,191837.625
2258,162987.84375
2259,180499.28125
2260,151711.421875
2261,178090.09375
2262,201391.65625
2263,341374.34375
2264,442300.34375
2265,161285.796875
2266,330174.84375
2267,361333.90625
2268,356820.75
2269,155739.796875
2270,175415.84375
2271,232059.671875
2272,207785.625
2273,156861.765625
2274,179409.8125
2275,153622.703125
2276,207771.046875
2277,204213.328125
2278,157483.265625
2279,122293.3203125
2280,109576.2734375
2281,174198.59375
2282,178636.375
2283,96840.3671875
2284,107870.203125
2285,142585.3125
2286,128524.5234375
2287,338910.4375
2288,293881.34375
2289,403137.59375
2290,471197.90625
2291,304690.3125
2292,410645.75
2293,465699.0625
2294,473473.84375
2295,401494.96875
2296,277764.65625
2297,332649.96875
2298,284193.21875
2299,413976.78125
2300,347624.15625
2301,258280.78125
2302,222803.296875
2303,246904.640625
2304,222819.828125
2305,180885.4375
2306,175946
2307,183072.40625
2308,209497
2309,297665.25
2310,227153.828125
2311,185456.578125
2312,173727.453125
2313,178122.4375
2314,163702.9375
2315,172278.203125
2316,200050.625
2317,186987.859375
2318,184513.8125
2319,177136.9375
2320,192514.4375
2321,263667.53125
2322,164927.21875
2323,175456.25
2324,170626.8125
2325,202386.453125
2326,163525.453125
2327,217689.578125
2328,232135.171875
2329,189538.09375
2330,177418.546875
2331,353897.375
2332,445168.5
2333,325148.4375
2334,263510.1875
2335,268467.21875
2336,342032.4375
2337,211900.15625
2338,282596.21875
2339,218714.765625
2340,415272.46875
2341,211346.28125
2342,239575.203125
2343,219240.703125
2344,223909.984375
2345,214561.890625
2346,217380.09375
2347,206651.765625
2348,234709.4375
2349,170525.25
2350,277280.75
2351,246141.453125
2352,272114.71875
2353,257847.484375
2354,147313.703125
2355,131461.53125
2356,153052.125
2357,203330.453125
2358,204453.96875
2359,123797.390625
2360,114694.0703125
2361,135059.578125
2362,227199.59375
2363,142689.15625
2364,147772.546875
2365,219674.375
2366,190833.578125
2367,219490.203125
2368,205908.53125
2369,214075.78125
2370,174785.359375
2371,177601.421875
2372,178160.34375
2373,289474.6875
2374,315555.28125
2375,260660.40625
2376,295848.6875
2377,349294.21875
2378,135781.734375
2379,202135.84375
2380,137090.78125
2381,154305.9375
2382,200203.921875
2383,203712.390625
2384,242008.53125
2385,156182.484375
2386,134764.046875
2387,137019.078125
2388,98735.3671875
2389,116678.4921875
2390,136504.078125
2391,138908.6875
2392,115402.3984375
2393,168582.6875
2394,143112.890625
2395,195529.578125
2396,140811.828125
2397,229406.046875
2398,135612.453125
2399,55785.6640625
2400,49571.453125
2401,115010.1484375
2402,140497.40625
2403,139300.46875
2404,149329.234375
2405,165391.609375
2406,143142.734375
2407,134517.46875
2408,147261.609375
2409,134836.90625
2410,188255.1875
2411,119136.578125
2412,134676.671875
2413,138567.953125
2414,151976.265625
2415,128803.8203125
2416,116994.3671875
2417,132999.734375
2418,129894.21875
2419,142268.890625
2420,126027.8125
2421,138262
2422,128286.484375
2423,124169.578125
2424,153537.96875
2425,234405.859375
2426,147763.25
2427,137030.046875
2428,182293.65625
2429,122069.953125
2430,137693.40625
2431,119745.4765625
2432,141152.828125
2433,149228.5
2434,124168.3359375
2435,140693.078125
2436,105409.8828125
2437,115777.203125
2438,127049.671875
2439,104482.0390625
2440,125542.9609375
2441,113337.328125
2442,106336.21875
2443,118423.5390625
2444,126862.5859375
2445,84766.0859375
2446,144557.796875
2447,164500.21875
2448,128778.25
2449,111750.0859375
2450,153049.71875
2451,132049.28125
2452,216516.78125
2453,95822.1015625
2454,141668.1875
2455,131929.953125
2456,113956.0703125
2457,122701.7109375
2458,121630.328125
2459,111186.4140625
2460,142989.6875
2461,119954.7578125
2462,129503.2890625
2463,118814.6796875
2464,178925.34375
2465,132339.484375
2466,115243.3203125
2467,157236.5625
2468,93398.0546875
2469,73969.125
2470,159539.921875
2471,208827.859375
2472,178902.859375
2473,120170.8046875
2474,74534.6171875
2475,193193.5625
2476,116906.40625
2477,131631.265625
2478,156583.421875
2479,90080.4296875
2480,151010.8125
2481,127565.8125
2482,131950.625
2483,117820.78125
2484,120856.9921875
2485,125032.984375
2486,160575.9375
2487,165562.28125
2488,160248.21875
2489,150553.640625
2490,163999.671875
2491,97839.5859375
2492,176466.625
2493,138873.109375
2494,176669.65625
2495,102543.40625
2496,250491.375
2497,149725.921875
2498,109526.125
2499,86396.9765625
2500,126489.84375
2501,137199.546875
2502,140777.65625
2503,96463.3359375
2504,204744.3125
2505,234146.921875
2506,250988.828125
2507,287009.03125
2508,251917.46875
2509,213632.28125
2510,220013.6875
2511,166571.53125
2512,200687.8125
2513,224610.46875
2514,248022.96875
2515,152869.3125
2516,161406.015625
2517,129083.84375
2518,152889.5625
2519,225323.65625
2520,192370.453125
2521,183312
2522,225111.46875
2523,124102.0703125
2524,127663.4140625
2525,150538.65625
2526,138207.375
2527,125282.1171875
2528,124505.515625
2529,145942
2530,105084.6484375
2531,241593.296875
2532,216368.34375
2533,193880.4375
2534,230755.03125
2535,316963.59375
2536,242762.25
2537,243540.484375
2538,183311.59375
2539,181225.703125
2540,175052.859375
2541,179420.25
2542,161788.046875
2543,134783.359375
2544,132554.625
2545,123203.671875
2546,123302.8359375
2547,127623.140625
2548,146418.765625
2549,161162.546875
2550,276696.9375
2551,142612.640625
2552,114249.828125
2553,80313.15625
2554,126925.09375
2555,133324.484375
2556,106183.390625
2557,119390.578125
2558,158660.625
2559,133235.78125
2560,141921.296875
2561,126772.2578125
2562,135360.921875
2563,143671.515625
2564,181725.640625
2565,131813.6875
2566,138654.4375
2567,126406.296875
2568,182726.609375
2569,186736.859375
2570,118807.9140625
2571,166489.9375
2572,168678.4375
2573,210736.328125
2574,276975.28125
2575,134363.34375
2576,116914.1640625
2577,153564.75
2578,76060.7109375
2579,64365.51953125
2580,136682.5
2581,141253.890625
2582,117887.0703125
2583,264871.46875
2584,164308.25
2585,178067.5
2586,194865.390625
2587,197164.34375
2588,165478.65625
2589,146989.5625
2590,216791.109375
2591,218503.96875
2592,213074.28125
2593,254953.0625
2594,175996.0625
2595,205782.8125
2596,331868.25
2597,176543.359375
2598,284174.65625
2599,276402.0625
2600,143268.203125
2601,139493.25
2602,79007.78125
2603,94664.109375
2604,87730.78125
2605,72613.140625
2606,146074.5
2607,195751.546875
2608,209269.046875
2609,162399.71875
2610,115387.28125
2611,136531.484375
2612,143407.125
2613,127508.5390625
2614,127678.359375
2615,150491.09375
2616,148651.21875
2617,205551.5
2618,192826.78125
2619,201679.25
2620,183992.921875
2621,187958.578125
2622,196835.109375
2623,242859.671875
2624,269563.78125
2625,282257.84375
2626,163302.59375
2627,161118.09375
2628,471304.96875
2629,585230.5625
2630,364393.6875
2631,417244.625
2632,454179.96875
2633,331231.4375
2634,387915.5
2635,156722.875
2636,189789.40625
2637,159939.265625
2638,228304.90625
2639,196296.1875
2640,153898.4375
2641,104345.28125
2642,204804.21875
2643,97741.2421875
2644,124039.796875
2645,99831.875
2646,93712.4375
2647,96637.546875
2648,141948.390625
2649,141914.9375
2650,150713.90625
2651,143401.484375
2652,438592.125
2653,263088.375
2654,255756.90625
2655,412508.875
2656,292520.65625
2657,316304.96875
2658,288136.9375
2659,305224.96875
2660,335251.1875
2661,364789.4375
2662,349994.8125
2663,281766.3125
2664,280951.65625
2665,335920
2666,298151.1875
2667,171611.59375
2668,180817.4375
2669,174867.046875
2670,307452.40625
2671,179050.609375
2672,187350.3125
2673,219878.90625
2674,206276.3125
2675,157856.390625
2676,180699.515625
2677,192234.703125
2678,238209.171875
2679,302188.4375
2680,278904.625
2681,445742.84375
2682,379886.15625
2683,563550.125
2684,305449.0625
2685,389700.46875
2686,253322.984375
2687,316945.78125
2688,218470.9375
2689,211685.765625
2690,544125.875
2691,193423.6875
2692,129405.046875
2693,204017.9375
2694,148673.625
2695,184155.34375
2696,177016.03125
2697,201949.109375
2698,202121
2699,170053.859375
2700,151222.078125
2701,142574.09375
2702,101052.53125
2703,126207.296875
2704,134871.546875
2705,123451.7265625
2706,124158.3203125
2707,121955.84375
2708,139231.421875
2709,97428.3515625
2710,127224.6484375
2711,272747.78125
2712,440867.6875
2713,174356.109375
2714,147400
2715,176008.71875
2716,151014.578125
2717,180298.6875
2718,221732.453125
2719,157839.25
2720,172618.921875
2721,141952.78125
2722,151340.046875
2723,132179.25
2724,125258.953125
2725,138391.484375
2726,150310.59375
2727,168339.8125
2728,171859.71875
2729,146098.84375
2730,144916.453125
2731,128822.25
2732,120121.2109375
2733,167465.546875
2734,132516.375
2735,137537.640625
2736,124735.1015625
2737,127356.3046875
2738,138814.96875
2739,161163.03125
2740,146617.984375
2741,146365.296875
2742,159881.984375
2743,158313.21875
2744,158788.171875
2745,127235.4140625
2746,138657.640625
2747,168599.96875
2748,116433.375
2749,132225.75
2750,143381.234375
2751,129296.546875
2752,168132.203125
2753,157698.265625
2754,202266.46875
2755,136209.828125
2756,93025.5390625
2757,70045.9140625
2758,82096.7265625
2759,166506.390625
2760,140914.8125
2761,150257.53125
2762,146996.109375
2763,194992.234375
2764,165277.015625
2765,271309.5
2766,150997.8125
2767,91153.1953125
2768,122633.4140625
2769,120028.75
2770,134420.421875
2771,113403.9765625
2772,115512.5546875
2773,159398.640625
2774,140767.703125
2775,120524.875
2776,156927.515625
2777,162774.953125
2778,106202.6015625
2779,132895.328125
2780,109400.75
2781,98765.296875
2782,81751.7734375
2783,117824.375
2784,124116.8828125
2785,146803.84375
2786,53016.546875
2787,122885.1015625
2788,86433.4609375
2789,193650.5625
2790,97182.8828125
2791,111218.9765625
2792,63482.56640625
2793,188255.65625
2794,106252.578125
2795,126656.90625
2796,96374.1796875
2797,206964.609375
2798,128941.890625
2799,129963.2734375
2800,59897.421875
2801,125610.03125
2802,138151.6875
2803,139017.96875
2804,130378.4921875
2805,91945.265625
2806,83803.765625
2807,141173.796875
2808,152673.109375
2809,135018.03125
2810,138698.15625
2811,164928.34375
2812,148260.265625
2813,130399.4375
2814,137155.875
2815,94238.796875
2816,236281.375
2817,161089.921875
2818,134835.171875
2819,168807.84375
2820,130279.59375
2821,110460.8671875
2822,182407.375
2823,243052.390625
2824,189814.265625
2825,149163.421875
2826,138340.671875
2827,139333.546875
2828,209067.4375
2829,181823.65625
2830,233444.796875
2831,184260.234375
2832,239233.03125
2833,297999.21875
2834,208589.046875
2835,209513.84375
2836,183965.296875
2837,153187.421875
2838,146544.484375
2839,180650.453125
2840,199861.734375
2841,203017.125
2842,225105
2843,161616.546875
2844,169943.125
2845,127828.4453125
2846,221801.03125
2847,212342.8125
2848,225924.578125
2849,206234.140625
2850,299505.90625
2851,242713.75
2852,241412.78125
2853,238120.25
2854,137640.90625
2855,183892.546875
2856,205484.125
2857,181915.609375
2858,193793.671875
2859,150988.578125
2860,127406.3203125
2861,120877.8984375
2862,199754.40625
2863,123212.609375
2864,271340.90625
2865,141144.171875
2866,133749.9375
2867,99684.4765625
2868,112724.546875
2869,127807.40625
2870,142979.609375
2871,101238.8984375
2872,57434.796875
2873,105175.75
2874,138784.921875
2875,124531.53125
2876,158029.765625
2877,146011.4375
2878,152531.125
2879,136748.671875
2880,99850.0234375
2881,134425.65625
2882,169332.625
2883,189634.359375
2884,180662.65625
2885,222380.234375
2886,203215.75
2887,103385.953125
2888,133627.21875
2889,64583.2109375
2890,79311.875
2891,125884.3515625
2892,49766.0078125
2893,108178.953125
2894,56350.98046875
2895,326653.59375
2896,272017.6875
2897,217655.09375
2898,148275.875
2899,218633
2900,168710.328125
2901,209774.171875
2902,183598.3125
2903,370160.65625
2904,343719.9375
2905,100962.890625
2906,207025.796875
2907,111751.9609375
2908,131756.875
2909,154375.109375
2910,82423.125
2911,73574.75
2912,141582.3125
2913,83229.2734375
2914,73263.6875
2915,80425.09375
2916,81784.1640625
2917,143189.296875
2918,110338.3359375
2919,224401.328125
